Tag Name,Tag Description,Tag Type,ABC Class,PSM Critical,Unit
LCS-PM-202B,QUENCH OIL DRAIN DRUM PUMP LCS,LCS,B,,
LCS-PM-2161C,NaOCl DOSING PUMP C MOTOR LCS,LCS,B,,
LCS-PM-2211B,POLISHED CONDENSATE PUMP B MOTOR LCS,LCS,B,,
LCS-PM-2252A,HCl METERING PUMP II A MOTOR LCS,LCS,B,,
LCS-PM-2253A,HCL for CONDENSATE POLISHER A MOTOR LCS,LCS,B,,
LCS-PM-2263B,NaOH PUMP FOR CONDENSATE POLISHER B,LCS,B,,
LCS-PM-2265B,NaOH METERING PUMP FOR ORU B MOTOR LCS,LCS,B,,
LCS-PM-226A-P1B,PM226A-P1B LUBE OIL PUMP LCS,LCS,B,,
LCS-PM-2271B,PH CONTROL AGENT PUMP B MOTOR LCS,LCS,B,,
LCS-PM-2300A,POTABLE WATER PUMP A MOTOR LCS,LCS,C,,
LCS-PM-2400F,MOTOR LCS FOR P-2400F,LCS,B,,
LCS-PM-2413A,MOTOR LCS FOR P-2413 A,LCS,B,,
LCS-PM-2414B,MOTOR LCS FOR P-2414 B,LCS,B,,
LCS-PM-2416A,MOTOR LCS FOR P-2416 A,LCS,B,,
LCS-PM-3079,MOTOR LCS FOR P-3079,LCS,C,,
LCS-PM-3110,CAUSTIC DRAIN PUMP LCS,LCS,B,,
LCS-PM-3320A,MOTOR LCS FOR P-3320A,LCS,B,,
LCS-PM-4000B,MOTOR LCS FOR P-4000B,LCS,C,,
LCS-PM-640D,C3 TOWER NO.1 REFLUX PUMP LCS,LCS,B,,
LCS-PM-641C,C3 TOWER NO.2 REFLUX PUMP LCS,LCS,B,,
LCS-PM-650B,LCS for C3 Tower No.3 Reflux Pump,LCS,C,,
LCS-PM-705B,"CONDENSATE PUMP FOR E-705 A,B LCS",LCS,C,,
LCS-PM-730A,SHU 2NDSTAGE RECYCLE/PRODUCT PUMPS LCS,LCS,B,,
LCS-PM-751B,ISOBUTENE PRODUCT PUMP LCS,LCS,B,,
LCS-PM-800A,GHU-1 FEED PUMPS LCS,LCS,B,,
LCS-PM-801B,GHU-1 RECYCLE  PUMP LCS,LCS,A,,
LCS-PM-831A,GHU-2 QUENCH PUMPS LCS,LCS,A,,
LCS-PM-831B,GHU-2 QUENCH PUMPS LCS,LCS,A,,
LCS-XM-2104,SLUDGE CONDITIONING MIXER MOTOR LCS,LCS,B,,
LCS-XM-3300D,MOTOR LCS FOR X-3300D,LCS,B,,
LCS-XM-3370A,MOTOR LCS SLUDGE DEWATERING UNIT A,LCS,B,,
MCC-CM-2094-3B,MOTOR MCC SOOT BLOWER at Boiler BANK,MCC,C,,
MCC-CM-2203B,NEUTRALIZATION BLOWER B MOTOR MCC,MCC,B,,
MCC-CM-2400C,MOTOR MCC FOR C-2400 C,MCC,B,,
MCC-CM-2400K,MOTOR MCC FOR C-2400 K,MCC,B,,
MCC-CM-2400N,MOTOR MCC FOR C-2400 N,MCC,B,,
MCC-EM-870F,SRC CONDENSER MCC,MCC,A,,
MCC-EM-870L,SRC CONDENSER MCC,MCC,A,,
MCC-PM-1010C,PM-1010C TFU NAPHTHA FEED PUMP C MCC,MCC,A,,
MCC-PM-1310B,PM-1310B PROPYLENE EXPORT PUMP B MCC,MCC,A,,
MCC-PM-2051A,MOTOR MCC FOR P-2051 A,MCC,B,,
MCC-PM-2052B,MOTOR MCC FOR P-2052 B,MCC,B,,
MCC-PM206A-P1B,PM206A-P1B LUBE OIL PUMP MCC,MCC,C,,
MCC-PM-2101C,INTERMEDIATE WATER PUMP C MOTOR MCC,MCC,B,,
MCC-PM-2162B,ALUM DOSING PUMP B MOTOR MCC,MCC,B,,
MCC-PM-2163 C,POLYMER DOSING PUMP I C MOTOR MCC,MCC,B,,
MCC-PM-2170B,CHEMICALSUMP PUMP B MOTOR MCC,MCC,C,,
MCC-PM-2201B,TREATED WATER FEED PUMP B MOTOR MCC,MCC,C,,
MCC-PM-2202F,DEGASIFIER WATER PUMP F MOTOR MCC,MCC,B,,
MCC-PM-2203A,REGENERATION PUMP A MOTOR MCC,MCC,B,,
MCC-PM-2203B,REGENERATION PUMP B MOTOR MCC,MCC,B,,
MCC-PM-2205A,NEUTRALIZATION PUMP A MOTOR MCC,MCC,B,,
MCC-PM-222,QUENCH WATER DRAIN PUMP MCC,MCC,A,,
MCC-PM-2253A,HCL for CONDENSATE POLISHER A MOTOR MCC,MCC,B,,
MCC-PM-2263A,NaOH PUMP FOR CONDENSATE POLISHER A,MCC,B,,
MCC-PM-2411A,MOTOR MCC FOR P-2411 A,MCC,B,,
MCC-PM-2412B,MOTOR MCC FOR P-2412 B,MCC,B,,
MCC-PM-2601B,Motor MCC for P-2601B,MCC,C,,
MCC-PM-2800C-P1B,MOTOR MCC FOR P-2800C-P1 B,MCC,B,,
MCC-PM-302B,DISTILLATION STRIPPER FEED PUMP MCC,MCC,B,,
MCC-PM-3032A,PM-3032A OILY WATER PUMP B MCC,MCC,B,,
MCC-PM-3078A,MOTOR MCC FOR P-3078 A,MCC,C,,
MCC-PM-3201A,SPENT CAUSTIC GASOLINE CIR. PUMP MCC,MCC,B,,
MCC-PM-365A,"CONDENSATE PUMP FOR E-365A,B MCC",MCC,C,,
MCC-PM-640D,C3 TOWER NO.1 REFLUX PUMP MCC,MCC,B,,
MCC-PM-643,C3 TOWER INVENTORY RECOVERY PUMP MCC,MCC,C,,
MCC-PM-800B,GHU-1 FEED PUMPS MCC,MCC,B,,
MCC-PM-837B,AUX.LUBE QATER PUMP MCC,MCC,C,,
MCC-PM-880B,BENZENE REFLUX PUMPS MCC,MCC,B,,
MCC-PM-896A,TOLUENE BOTTOMS PUMPS MCC,MCC,B,,
MCC-TM-660,TURNING DEVICE MOTOR MCC,MCC,C,,
MCC-XM-2102,SUBMERSIBLE MIXER MOTOR MCC,MCC,B,,
MCC-XM-3300B,MOTOR MCC FOR X-3300B,MCC,B,,
MCC-XM-3300D,MOTOR MCC FOR X-3300D,MCC,B,,
MCC-XM-3370A,MOTOR MCC SLUDGE DEWATERING UNIT A,MCC,B,,
M-MV-1116,MSS MV SWGR FOR PT BUS A UNIT M1,MV SWGR,A,,
M-MV-1118,MSS MV SWGR FOR IS LIMITER No.1 UNIT M1,MV SWGR,A,,
M-PC01,POWER CAP IN MSS M-PC01,POWER CAPACITOR,A,,
M-PTR-01,POWER TRANSFORMER IN MSS PTR-01,POWER TRANSFORMER,A,,
ORU-AH-HVAC,Air Condition AH ORU,HVAC,B,,
ORU-ING,ORU INERGEN SYSTEM,INERGEN,A,,
ORU-JE-300,OVERHEAD CRANE FOR C-300,CRANE,A,,
PM-1010C,Motor for P-1010C,MOTOR,A,,
PM-1216,Motor for P-1216,MOTOR,A,,
PM-1550A,Motor for P-1550A,MOTOR,B,,
PM-1550B,Motor for P-1550B,MOTOR,B,,
PM-1620B,Motor for P-1620B,MOTOR,B,,
PM-2010A,MOTOR FOR P-2021A,MOTOR,B,,
PM-2051A,MOTOR FOR P-2051 A,MOTOR,B,,
PM-206B,PM-206B QUENCH OIL PUMP,MOTOR,A,,
PM-2161C,NaOCl DOSING PUMP C MOTOR,MOTOR,B,,
PM-2162 C,STRAINER FOR P-2162 C,MOTOR,B,,
PM-2170A,CHEMICAL AREA SUMP PUMP A  MOTOR,MOTOR,B,,
PM-2202B,DEGASIFIER WATER PUMP B MOTOR,MOTOR,B,,
PM-2202F,DEGASIFIER WATER PUMP F MOTOR,MOTOR,B,,
PM-2252A,HCl METERING PUMP II A MOTOR,MOTOR,B,,
PM-2412B,MOTOR FOR P-2412 B,MOTOR,B,,
PM-2414A,MOTOR FOR P-2414 A,MOTOR,B,,
PM-2417A,MOTOR FOR P-2417 A,MOTOR,C,,
PM-318,PM-318 EMERGENCY OIL PUMP,MOTOR,A,,
PM-365B,"PM-365B CONDENSATE PUMP FOR E-365A,B",MOTOR,C,,
PM-380A,PM-380A C.G ABSORBER REFLUX PUMP,MOTOR,B,,
PM-521A,"PM-521A CONDENSATE PUMP FOR E-521 A,B",MOTOR,C,,
PM-540B,PM-540B C2 TOWER REFLUK PUMP,MOTOR,A,,
PM-600A,PM-600A DEPROPANIZER REFLUX PUMP,MOTOR,B,,
PM-600B,PM-600B DEPROPANIZER REFLUX PUMP,MOTOR,B,,
PM-641A,PM-641A C3 TOWER NO.2 REFLUX PUMP,MOTOR,B,,
PM-641B,PM-641B C3 TOWER NO.2 REFLUX PUMP,MOTOR,B,,
PM-650B,Motor for C3 Tower No.3 Reflux Pump,MOTOR,A,,
PM-705A,"PM-705A CONDENSATE PUMP FOR E-705 A,B",MOTOR,C,,
PM-730B,PM-730B SHU 2NDSTAGE RECYCLE/PRODUCT,MOTOR,B,,
PM-816A,PM-816A DEPENTANIZER BOTTOM  PUMPS,MOTOR,B,,
PM-837B,PM-837B AUX.LUBE QATER PUMP,MOTOR,C,,
PM-840B,PM-840B STABILIZER REFLUX PUMPS,MOTOR,B,,
PM-856B,PM-856B DEOCTANIZER BOTTOM PUMPS,MOTOR,B,,
PM-870B,PM-870B SRC REFLUX PUMPS,MOTOR,A,,
PM-878,PM-878 WET SOLVENT TANK PUMP,MOTOR,C,,
PM-879,PM-879 SOLVENT SUMP PUMP,MOTOR,C,,
T-BD04,TFU LV BUS DUCT 400 V FOR LV MCC T-L2E,BUS DUCT,A,,
T-LV01A,TFU LV SWGR FOR 690V INCOMING BUS A,LV SWGR,A,,
T-LV01TE,TFU LV SWGR FOR 690V BUS TIE EMERG.,LV SWGR,A,,
T-MV-2915,TFU MV SWGR INCOMING 1 TFU,MV SWGR,A,,
T-MV-2919,TFU MV SWGR INCOMING 2 TFU,MV SWGR,A,,
T-PB05,TFU PANEL BOARD FOR OUTDOOR RECEPTACLE,PANEL BOARD,C,,
T-TR02,TFU DISTRIBUTION TR NO.02,DISTRIBUTION TRANSFORMER,A,,
U-MCC03A,CTU LV MCC 690V U-L3A FOR PM INSPT,MCC,A,,
U-MCC03B,CTU LV MCC 690V U-L3B FOR PM INSPT,MCC,A,,
U-MV-2012,MOTOR MV SWITCHGEAR FOR CM-2050A,MV SWGR,A,,
U-MV-2030,MOTOR MV SWITCHGEAR FOR PM-2020C,MV SWGR,B,,
U-PB04,RWT RECEPTACLE PB,PANEL BOARD,B,,
WS-DG,WORKSHOP DIESEL GEN,DIESEL GENERATOR,B,,
ZM-830,PM-830 DMDS LNJECTION PUMP,MOTOR,C,,
,,,,,
,,,,,
