Tag Name,PSM Critical,Unit,Line,Class,Fluid State,Paint Code,P&ID Number,Fluid,Design Pressure (kg/cm2g),Design Temperatur(C) ,Pipe Size (inch) ,Operating Pressure (kg/cm2g) ,Operating Temperature(C),C Insulation Thickness (mm) 
"10""DF 6056-A13Q",,,,A13Q,,,22-0660D,DF,3.50 kgf/cm^2,,"10""",,,
"1-1/2""CBD 6028-A11Q",,,,A11Q,,,22-0660D,CBD,3.50 kgf/cm^2,,"1-1/2""",,,
"2""WBD 7038-A13A",,,,A13A,L,,22-700A,WBD,3.5,146,2,0.5,109,
"2""PG 7009-A13A-P",,,,A13A,,,22-0700A,PG,15.00 kgf/cm^2,146 C,"2""",,,
"10""WF 7001-A14A",,,,A14A,,,22-0700A,WF,3.50 kgf/cm^2,146 C,"10""",,,
"4""HV 7003-A13A",,,,A13A,V,,22-0700A,HV,6.3,75,4,3.57,42.5,
"6""C4 7001-A13A",,,,A13A,L,A,22-0700A,C4,6.7,75,6,3.87,43,
"3""SV 7001-A12A",,,,A12A,V,,22-0700A,SV,3.5,190,3,ATM,170,
"6""PG 7004-A13A-P",,,,A13A,,,22-0700A,PG,15.00 kgf/cm^2,146 C,"6""",,,
"4""HV 5127-B13A-H",,,,B13A,,,22-0520B2,HV,26.40 kgf/cm^2,240 C,"4""",,,
"4""WF 5014-A14A",,,,A14A,V,,22-0520B2,WF,3.5,133,4,0.5,113,
"2""MN 27085-A12X",,,,A12X,,,22-2800/520B,MN,12.00 kgf/cm^2,65 C,"2""",,,
"2""MN 27085-A12X",,,,A12X,V,,22-2800/520B,MN,12,65,2,8,AMB,
"3/4""CBD 5006-B13K",,,,B13K,,,22-0520C,CBD,36.50 kgf/cm^2,,"3/4""",,,
"3/4""HV 5082-B11Q-C",,,,B11Q,,,22-0520C,HV,26.40 kgf/cm^2,,"3/4""",,,
"3/4""CBD 5006-A13K",,,,A13K,L,,22-0520C,CBD,3.5,-160,3/4,0.5,-23.7,
"1""CBD 5082-A13K",,,,A13K,L,,22-0520C,CBD,3.5,-160,1,0.5,-28,
"1""HV 5105-B13K-C",,,,B13K,,,22-0540,HV,19.40 kgf/cm^2,,"1""",,,
"8""HL 5029-B11Q-C",,,,B11Q,,,22-0540,HL,21.40 kgf/cm^2,,"8""",,,
"16""HM 5010-B11Q-C",,,,B11Q,,,22-0540,HM,21.00 kgf/cm^2,,"16""",,,
"6""HL 5042-B11Q-C",,,,B11Q,,,22-0540,HL,28.00 kgf/cm^2,,"6""",,,
"1""CBD 5059-B13K",,,,B13K,,,22-0540,CBD,21.40 kgf/cm^2,,"1""",,,
"16""DF 5020-A13K",,,,A13K,,,22-0540,DF,3.50 kgf/cm^2,,"16""",,,
"12""HL 5037-B11Q-C",,,,B11Q,,,22-0540,HL,28.00 kgf/cm^2,,"12""",,,
"3/4""WF 32007-A14A",,,,A14A,,,22-004B1,WF,3.50 kgf/cm^2,73 C,"3/4""",,,
"18""DF 9009-A13K",,,,A13K,V,,22-0900A,DF,3.5,-160,18,1.9,-100,
"1""WF 9406-A14A",,,,A14A,,,22-0900A,WF,3.50 kgf/cm^2,90 C,"1""",,,
"1""WF S003-A14A",,,,A14A,V,,22-0900A,WF,3.5,90,1,0.5,60,
"18""WF 9003-A14A",,,,A14A,,,22-0900A,WF,3.50 kgf/cm^2,90 C,"18""",,,
"3/4""WF 3055-A14A",,,,A14A,,,22-004B1,WF,3.50 kgf/cm^2,121 C,"3/4""",,,
"3/4""WF 3055-A14A",,,,A14A,V,,22-004B1,WF,3.5,121,3/4,0.5,39,
"14""WF 2004-A14A",,,,A14A,V,,22-0220A1,WF,3.5,121,14,0.5,101,
"3/4""DF 5023-A13K",,,,A13K,,,22-0900A,DF,3.50 kgf/cm^2,120 C,"3/4""",,,
"3/4""DF 7025-A13Q",,,,A13Q,,,22-0900A,DF,3.50 kgf/cm^2,120 C,"3/4""",,,
"3/4""WF 7061-A14A",,,,A14A,V,,22-004B1,WF,3.5,146,3/4,0.5,109,
"3/4""MN 27080-A12X",,,,A12X,,,22-2800,MN,12.00 kgf/cm^2,100 C,"3/4""",,,
"3/4""DF 6042-A13Q",,,,A13Q,,,22-0900A,DF,3.50 kgf/cm^2,120 C,"3/4""",,,
"14""WF 2006-A14A",,,,A14A,,,22-0220A1,WF,3.50 kgf/cm^2,121 C,"14""",,,
"1""DF 6049-A13Q",,,,A13Q,V,,22-0660C,DF,3.5,-45,1,0.5,-4.95,
"12""WF 5015-A14A",,,,A14A,V,,22-0560A,WF,3.5,121,12,0.5,78,
"1""ME 19032-B13A",,,,B13A,L,,22-1950,ME,45.6,65,1,40.5,AMB,
"4""DF 5029-A13K",,,,A13K,,,22-0560B,DF,3.50 kgf/cm^2,,"4""",,,
"1""ME 19010-B13A",,,,B13A,L,A,22-0560B,ME,45.6,65,1,40.5,AMB,
"6""DF 5033-A13K",,,,A13K,V,,22-0560B,DF,3.5,-160,6,0.5,-49,
"4""LC2 6030-A12A-P",,,,A12A,,,22-0600A,LC2,9.80 kgf/cm^2,170 C,"4""",,,
"2""LC2 6036-A12A-P",,,,A12A,,,22-0600A,LC2,10.50 kgf/cm^2,170 C,"2""",,,
"1-1/2""HV 6003-A13A",,,,A13A,,,22-0600A,HV,9.30 kgf/cm^2,115 C,"1-1/2""",,,
"1""CBD 6052-A11Q",,,,A11Q,,,22-0600A,CBD,3.50 kgf/cm^2,,"1""",,,
"2""SV 6000-A12A",,,,A12A,V,,22-0600A,SV,3.5,202,2,ATM,182,
"10""HM 6006-A13A-H",,,,A13A,,,22-0600A,HM,9.80 kgf/cm^2,115 C,"10""",,,
"3/4""CBD 6093-A11Q",,,,A11Q,L,,22-0600A,CBD,3.5,-45,3/4,0.5,84,
"1""HV 6086-A13A-D",,,,A13A,,,22-0600A,HV,9.00 kgf/cm^2,65 C,"1""",,,
"3/4""CBD 6003-A11Q",,,,A11Q,L,,22-600B,CBD,3.5,-45,3/4,0.5,43,
"1-1/2""LC1 4967-B12A-P",,,,B12A,,,22-0520A,LC1,26.40 kgf/cm^2,200 C,"1-1/2""",,,
"1-1/2""H 5005-B24A",,,,B24A,,,22-0520B1/B2,H,44.80 kgf/cm^2,65 C,"1-1/2""",,,
"2""MN 27084-B13A-H",,,,B13A,,,22-0520B1,MN,44.80 kgf/cm^2,240 C,"2""",,,
"6""WF 5004-A14A",,,,A14A,,,22-0520B1,WF,3.50 kgf/cm^2,65 C,"6""",,,
"6""WF 5004-A14A",,,,A14A,V,,22-0520B1,WF,3.5,65,6,0.5,40,
"16""ICW 5203-A11A",,,,A11A,L,,22-0520B1/B2,ICW,17.6,75,16,3.8,38.8,
"16""CW 5201-A11A",,,,A11A,,,"2400A,520B1",CW,17.60 kgf/cm^2,75 C,"16""",,,
"1-1/2""H 5004-B24A-H",,,,B24A,,,22-0520B1,H,26.40 kgf/cm^2,130 C,"1-1/2""",,,
"1""HV 5131-B13A",,,,B13A,V,,22-520B2,HV,26.4,65,1,19.7,40,
"3""HV 5087-B13A-H",,,,B13A,,,22-0520B2,HV,26.40 kgf/cm^2,240 C,"3""",,,
"14""HV 5090-B13A-H",,,,B13A,,,22-0520B2,HV,26.40 kgf/cm^2,240 C,"14""",,,
"3""HV 5028-B13A-H",,,,B13A,,,22-0520B2,HV,26.40 kgf/cm^2,240 C,"3""",,,
"1-1/2""HV 5048-A13K",,,,A13K,,,22-0520C,HV,3.50 kgf/cm^2,262 C,"1-1/2""",5.40 kgf/cm^2,35 C,
"1""HV 5107-B11Q-C",,,,B11Q,,,22-0520C,HV,,,"1""",,,
"4""HL 5028-B11Q-C",,,,B11Q,,,22-0520C,HL,25.50 kgf/cm^2,,"4""",,,
"6""WF 4001-A14A",,,,A14A,V,,22-0440A,WF,3.5,65,6,0.5,25.4,
"2""H 4006-B24A",,,,B24A,,,22-0440A,H,44.80 kgf/cm^2,65 C,"2""",,,
"10""H 4405-B24A",,,,B24A,,,22-0440B,H,,,"10""",,,
"6""H 4004-B24A",,,,B24A,V,,22-0440,H,44.8,65,6,34.3,31,
"6""H 4414-B24A",,,,B24A,,,22-0440B,H,,,"6""",,,
"10""DF 4015-A14A",,,,A14A,,,22-0460,DF,3.50 kgf/cm^2,185 C,"10""",,,
"10""HS 4600-D11T-H",,,,D11T,,,22-0460,HS,46.20 kgf/cm^2,420 C,"10""",,,
"1""DF 4031B-B13A",,,,B13A,V,,22-0460,DF,25,170,1,14.46,129.6,
"3/4""D 4008-A14T-P",,,,A14T,,,22-0460,D,6.80 kgf/cm^2,300 C,"3/4""",,,
"1-1/2""LS1 4601-A14T-H",,,,A14T,,,22-0460,LS1,6.80 kgf/cm^2,300 C,"1-1/2""",,,
"6""HV 4033-B13A-P",,,,B13A,,,22-0460,HV,42.80 kgf/cm^2,185 C,"6""",,,
"10""CW 4602-A11A",,,,A11A,,,"22-2400A,046",CW,8.00 kgf/cm^2,75 C,"10""",,,
"12""CW 4601-A11A",,,,A11A,L,A,22-0460,CW,16.7,75,12,3.7,32,
"8""HV 4030-B13A",,,,B13A,,,22-0460,HV,,,"8""",,,
"10""HV 4022-A13A",,,,A13A,,,22-0460,HV,7.90 kgf/cm^2,70 C,"10""",,,
"2""PA 21011-A13X",,,,A13X,,,20-2100C,PA,,,"2""",,,
"16""TW 21140-A11A",,,,A11A,,,20-2100D,TW,,,"16""",,,
"10""TW 21127-A13X",,,,A13X,,,20-2100D,TW,,,"10""",,,
"24""TW 21138-A11A",,,,A11A,,,20-2100D,TW,,,"24""",,,
"14""TW 21109-A11A",,,,A11A,,,20-2100D,TW,,,"14""",,,
"8""TW 21129-A13X",,,,A13X,,,20-2100D,TW,,,"8""",,,
"6""TW 21125-A11A",,,,A11A,,,20-2100D,TW,,,"6""",,,
"1""TW 21120-A11A",,,,A11A,,,20-2100E,TW,,,"1""",,,
"1/2""ALUM 21015-CPVC",,,,CPVC,,,20-2100F,ALUM,,,"1/2""",,,
"1-1/2""POL 21007-A12K",,,,A12K,,,20-2100G,POL,,,"1-1/2""",,,
"1""POL 21020-A12K",,,,A12K,,,20-2100G,POL,,,"1""",,,
"1-1/2""POL 21021-A12K",,,,A12K,,,20-2100G,POL,,,"1-1/2""",,,
"1/2""D 22006-CSRL",,,,CSRL,,,20-2200A,D,,,"1/2""",,,
"6""PW 22039-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,6,
"6""TW 22027-A13X",,,,A13X,,,20CT4011-02200A,TW,,,"6""",,,
"8""PW 22015-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"8""",,8,
"6""PW 22020-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,,
"6""PW 22014-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,6,
"6""PW 22029-CSRL",,,,CSRL,,,20CT4011-02200A,PW,,,"6""",,6,
"8""HV 9010-B11Q",,,,B11Q,,,22-0950,HV,26.40 kgf/cm^2,130 C,"8""",,,
"3""HV 5085-B13A-H",,,,B13A,,,22-0520B1,HV,44.80 kgf/cm^2,240 C,"3""",,,
"1""HV 5129-B13A",,,,B13A,,,22-520B1,HV,26.40 kgf/cm^2,65 C,"1""",,,
"16""CW 5203-A11A",,,,A11A,,,"2400A,520B1",CW,17.60 kgf/cm^2,75 C,"16""",,,
"1""HV 5118-A13K",,,,A13K,V,,22-0520B2,HV,7.9,-145,1,6.8,-3,
"3""HV 5088-B13A-H",,,,B13A,,,22-0520B2,HV,26.40 kgf/cm^2,240 C,"3""",,,
"1""HV 5118-B13A",,,,B13A,V,,22-0520B2,HV,26.4,65,1,19.7,40,
"4""WF 5008-A14A",,,,A14A,,,22-0520B2,WF,3.50 kgf/cm^2,65 C,"4""",,,
"1-1/2""HL 5018-B13K",,,,B13K,,,22-0520B2,HL,26.40 kgf/cm^2,240 C,"1-1/2""",,,
"2""HL 5043-B11Q-C",,,,B11Q,,,22-0520C,HL,25.50 kgf/cm^2,,"2""",,,
"1-1/2""CBD 5005-A13K",,,,A13K,,,22-0520C,CBD,3.50 kgf/cm^2,,"1-1/2""",,,
"1-1/2""HV 5047-B13K",,,,B13K,,,22-0520C,HV,26.40 kgf/cm^2,,"1-1/2""",,,
"1""CBD 5083-A13K",,,,A13K,L,,22-0520C,CBD,3.5,-160,1,0.5,-23.7,
"2""CBD 5045-B13K",,,,B13K,L,,22-0520C,CBD,26.4,-160,2,19.7,-24,
"6""DF 5015-A13K",,,,A13K,V,,22-0520C,DF,3.5,-160,6,0.5,-24,
"16""HM 5011-B11Q-C",,,,B11Q,,,22-0540,HM,21.00 kgf/cm^2,,"16""",,,
"1""CBD 5059-B13K",,,,B13K,L,,22-0540,CBD,21.4,-160,1,17.52,-25.6,
"1""HV 5104-B13K-C",,,,B13K,,,22-0540,HV,19.40 kgf/cm^2,,"1""",,,
"1""CBD 5085-A13K",,,,A13K,,,22-0540,CBD,3.50 kgf/cm^2,,"1""",,,
"3/4""CBD 5058-B13K",,,,B13K,,,22-0540,CBD,28.00 kgf/cm^2,,"3/4""",,,
"1""CBD 5047-A13K",,,,A13K,L,,22-0540,CBD,7.9,-145,1,0.5,-27.5,
"1-1/2""HV 5058-B11Q",,,,B11Q,,,22-0540,HV,20.50 kgf/cm^2,,"1-1/2""",,,
"10""HL 5029-B11Q-C",,,,B11Q,,,22-0540,HL,21.40 kgf/cm^2,,"10""",,,
"10""DF 5024-A13K",,,,A13K,,,22-0540,DF,3.50 kgf/cm^2,,"10""",,,
"10""ICW 5601-A11A",,,,A11A,,,22-560A,ICW,18.00 kgf/cm^2,75 C,"10""",,,
"10""ICW 5601-A11A",,,,A11A,L,,22-560A,ICW,18,75,10,3.8,35,
"2""CBD 5102-A13K",,,,A13K,,,22-560A,CBD,11.60 kgf/cm^2,100 C,"2""",,,
"1""DF 5052F-B13K",,,,B13K,V,,22-0560A,DF,29.5,100,1,26.7,61.4,
"1""CBD 5019-A13K",,,,A13K,,,22-0560A,CBD,,,"1""",,,
"3""DF 5028-A13K",,,,A13K,,,22-0560A,DF,3.50 kgf/cm^2,,"3""",,,
"1""ME 19011-B13A",,,,B13A,L,A,22-0560B,ME,45.6,65,1,40.5,AMB,
"1""ME 19013-B13A-C",,,,B13A,,,22-0560B,ME,11.60 kgf/cm^2,,"1""",,,
"2""CBD 5028-A13K",,,,A13K,L,,22-0560B,CBD,3.5,-160,2,0.5,-63,
"12""LS2 6001-A12A-H",,,,A12A,,,22-2000A2,LS2,,,"12""",,,
"10""WF 6004-A14A",,,,A14A,,,22-0600A,WF,3.50 kgf/cm^2,115 C,"10""",,,
"10""HM 6017-A13A-H",,,,A13A,,,22-0600A,HM,9.80 kgf/cm^2,115 C,"10""",,,
"2""HL 6022-A13A",,,,A13A,L,,22-0620A,HL,9,65,2,6.2,9.2,
"10""HL 6004-A13A-D",,,,A13A,,,22-0600B,HL,9.00 kgf/cm^2,65 C,"10""",,,
"8""HL 6007-B13A-D",,,,B13A,,,22-0600B,HL,39.00 kgf/cm^2,65 C,"8""",,,
"2""OWD 6010-A13A",,,,A13A,L,,22-0600B,OWD,9,65,2,6.2,5.6,
"8""HL 6020-B13A-D",,,,B13A,,,22-0620A,HL,38.00 kgf/cm^2,65 C,"8""",,,
"1""CBD 6126-A11Q",,,,A11Q,,,22-0620A,CBD,3.50 kgf/cm^2,,"1""",,,
"8""HV 6011-B11Q-H",,,,B11Q,,,22-0620A,HV,38.00 kgf/cm^2,65 C,"8""",,,
"6""CW C6201-A11A",,,,A11A,L,,22-2400A,CW,8.0,75,6,4.5,31,
"1""CBD 6005-A11Q",,,,A11Q,,,22-0620B,CBD,3.50 kgf/cm^2,,"1""",,,
"8""HV 6024-B13A-H",,,,B13A,,,22-0620B,HV,28.00 kgf/cm^2,95 C,"8""",,,
"1-1/2""WG 3000-B13A",,,,B13A,,,22-0300A,WG,26.00 kgf/cm^2,75 C,"1-1/2""",,,
"1""HL 3091-A13A",,,,A13A,L,,22-0300A,HL,3.5/F.V,121,1,0.27,41.6,
"1""HV 3059-A13A",,,,A13A,V,,22-0300A,HV,3.5/F.V,121,1,0.52,41,
"6""HV 3201-A13A",,,,A13A,,,22-0300A,HV,7.50 kgf/cm^2,70 C,"6""",,,
"1""HV 3214-A13A",,,,A13A,,,22-0005C,HV,,,"1""",5.40 kgf/cm^2,35 C,
"1""HL M3006-A13A",,,,A13A,L,,22-0300A,HL,4.6/F.V,121,1,2.5,39,
"3/4""OWD 3000-A13A",,,,A13A,,,22-0300A,OWD,3.50 kgf/cm^2,121 C,"3/4""",,,
"3/4""OWD 3001-A13A",,,,A13A,,,22-0300A,OWD,3.50 kgf/cm^2,121 C,"3/4""",,,
"24""WF 3001-A14A",,,,A14A,,,22-0300A,WF,,121 C,"24""",,,
"30""HV 3006-A41A-A2",,,,A41A,,,22-0300B,HV,13.30 kgf/cm^2,121 C,"30""",5.40 kgf/cm^2,35 C,
"30""HV 3007-A41A",,,,A41A,V,,22-0300B,HV,13.3,121,30,8.94,41,
"1""HL 3079-B24A",,,,B24A,L,,22-0300B,HL,44.8,127,1,40.5,97,
"1-1/2""WBD 3054-A13A",,,,A13A,,,22-0300B,WBD,3.50 kgf/cm^2,119 C,"1-1/2""",,,
"3""HV 3012-A41A",,,,A41A,V,,22-0300B,HV,13.3,121,3,8.94,41,
"4""CBD 5014-A13K-C",,,,A13K,,,22-0540,CBD,3.50 kgf/cm^2,,"4""",,,
"1-1/2""CBD 5055-B13K-C",,,,B13K,,,22-0540,CBD,21.00 kgf/cm^2,,"1-1/2""",,,
"3/4""CBD 5058-B13K",,,,B13K,L,,22-0540,CBD,28,-160,3/4,23.27,-36.4,
"1""HV 5062-B11Q-C",,,,B11Q,,,22-0540,HV,28.00 kgf/cm^2,,"1""",,,
"12""HL 5032-B11Q-C",,,,B11Q,,,22-0540,HL,21.40 kgf/cm^2,,"12""",,,
"10""DF 5022-A13K-C",,,,A13K,,,22-0540,DF,,,"10""",,,
"10""DF 5024-A13K",,,,A13K,V,,22-0540,DF,3.5,-160,10,0.5,-22,
"10""DF 5021-A13K",,,,A13K,,,22-0540,DF,3.50 kgf/cm^2,,"10""",,,
"10""DF 5021-A13K",,,,A13K,V,,22-0540,DF,3.5,-160,10,0.5,-22,
"2""CBD 5100-A13K",,,,A13K,,,22-560A,CBD,11.60 kgf/cm^2,100 C,"2""",,,
"2""CBD 5100-A13K",,,,A13K,V,,22-560A,CBD,11.6/-0.5,-111,2,0.12,-101,
"6""DO 5000-A13A",,,,A13A,,,22-0660A,DO,7.00 kgf/cm^2,146 C,"6""",,,
"10""CW 5601-A11A",,,,A11A,,,22-0560A,CW,8.00 kgf/cm^2,75 C,"10""",,,
"10""CW 5601-A11A",,,,A11A,L,,22-0560A,CW,8.0,75,10,4.5,31,
"1""ME 19020-B13A",,,,B13A,,,22-1950,ME,45.60 kgf/cm^2,65 C,"1""",,,
"3/4""DF P6014-A13Q",,,,A13Q,V,A,22-0004B3/0900A,DF,3.5,-45,3/4,0.5,28,
"2""CBD 6002-A11Q-M",,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,"2""",39.6 kgf/cm^2,16 C,
"3/4""CBD 7002-A11Q-M",,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,"3/4""",39.6 kgf/cm^2,16 C,
"1-1/2""CBD 6007-A11Q-M",,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,"1-1/2""",39.6 kgf/cm^2,16 C,
"3/4""CBD 5071-A13K-M",,,,A13K,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,"3/4""",39.6 kgf/cm^2,16 C,
"1-1/2""CBD 4056-A13K",,,,A13K,,,22-0900B,CBD,3.50 kgf/cm^2,,"1-1/2""",,,
"3/4""CBD LT008-A13K",,,,A13K,L,,22-0001B/090,CBD,3.5,-175,3/4,0.5,-100,
"3/4""CBD 6061-A11Q-M",,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,"3/4""",39.6 kgf/cm^2,16 C,
"1-1/2""CBD 6092-A11Q-M",,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,90 C,"1-1/2""",39.6 kgf/cm^2,16 C,
"3/4""CBD 6058-A11Q",,,,A11Q,,,22-0900B,CBD,,,"3/4""",,,
"3/4""CBD STR525-A13K",,,,A13K,L,N,22-0003/0900B,CBD,3.5,-160,3/4,0.5,-99.6,
"3/4""CBD 6069-A11Q-M",,,,A11Q,,,22-0900B,CBD,3.50 kgf/cm^2,121 C,"3/4""",39.6 kgf/cm^2,16 C,
"3/4""WBD 7052-A13A",,,,A13A,L,,22-0001A/090,WBD,3.5,140,3/4,0.5,100,
"1""CBD 6124-A11Q",,,,A11Q,L,,22-0600B,CBD,3.5,-45,1,0.5,5.6,
"3/4""CBD 6003-B11Q",,,,B11Q,,,22-0600B,CBD,3.50 kgf/cm^2,,"3/4""",,,
"1-1/2""HL 6069-A13A-D",,,,A13A,,,22-0600B,HL,15.00 kgf/cm^2,65 C,"1-1/2""",,,
"3/4""CBD 6154-B13A",,,,B13A,L,,22-0620A,CBD,38,-45/65,3/4,27.4,9.2,
"3/4""CBD 6143-B13A",,,,B13A,L,,22-0900B,CBD,38,-45/65,3/4,27.4,9.2,
"3/4""CBD 6156-B11Q",,,,B11Q,L,,22-0620A,CBD,38,-45/65,3/4,27.4,9.2,
"8""HL 6016-B11Q-M",,,,B11Q,,,22-0620A,HL,38.00 kgf/cm^2,65 C,"8""",,,
"4""DF 6002-A13Q",,,,A13Q,,,22-0620A,DF,3.50 kgf/cm^2,,"4""",,,
"2""HV 6029-B11Q-H",,,,B11Q,,,22-0620B,HV,38.00 kgf/cm^2,91 C,"2""",,,
"4""CBD 6064-A11Q",,,,A11Q,,,22-0620B,CBD,3.50 kgf/cm^2,91 C,"4""",,,
"10""WF 6031-A14A",,,,A14A,,,22-0620B,WF,3.50 kgf/cm^2,95 C,"10""",,,
"1""CBD 6058-B11Q",,,,B11Q,,,22-0620B,CBD,38.00 kgf/cm^2,91 C,"1""",,,
"3/4""OWD 6008-A13A",,,,A13A,L,,22-0620B,OWD,17,112,3/4,10.3,82,
"4""H 6002-B24A-H",,,,B24A,,,22-0620B,H,38.00 kgf/cm^2,180 C,"4""",,,
"1""MN 6000-B11Q-H",,,,B11Q,,,22-0620B,MN,38.00 kgf/cm^2,91 C,"1""",,,
"3/4""HL 5053-B11Q-C",,,,B11Q,,,22-0520C,HL,36.50 kgf/cm^2,,"3/4""",,,
"18""HL 5036-B11Q-C",,,,B11Q,,,22-0540,HL,19.40 kgf/cm^2,,"18""",,,
"10""HV 5060-B11Q-C",,,,B11Q,,,22-0540,HV,26.40 kgf/cm^2,,"10""",,,
"1-1/2""CBD 5011-A13K",,,,A13K,,,22-0540,CBD,3.50 kgf/cm^2,,"1-1/2""",,,
"1-1/2""CBD 5056-B13K",,,,B13K,,,22-0540,CBD,19.40 kgf/cm^2,,"1-1/2""",,,
"1-1/2""CBD 5050-B11Q-C",,,,B11Q,,,22-0540,CBD,20.50 kgf/cm^2,,"1-1/2""",,,
"2""CBD 5016-A13K",,,,A13K,,,22-0560A,CBD,3.50 kgf/cm^2,100 C,"2""",,,
"4""DF 5031-A13K",,,,A13K,,,22-0560B,DF,3.50 kgf/cm^2,,"4""",,,
"3/4""BFW 6002-B11K-H",,,,B11K,,,22-0600A,BFW,21.00 kgf/cm^2,180 C,"3/4""",,,
"3/4""CBD 6003-A11Q",,,,A11Q,,,22-600B,CBD,3.50 kgf/cm^2,,"3/4""",,,
"3/4""HV 6007-B13A-D",,,,B13A,,,22-0600B,HV,,,"3/4""",,,
"10""HL 6005-A13A-D",,,,A13A,,,22-0600B,HL,9.00 kgf/cm^2,65 C,"10""",,,
"12""DF 6001-A13Q",,,,A13Q,V,,22-0600B,DF,3.5,-45,12,0.5,5.6,
"3/4""CBD 6003-B11Q",,,,B11Q,L,,22-0600B,CBD,3.5,-45,3/4,0.5,40,
"3/4""CBD 6143-B13A",,,,B13A,,,22-0900B,CBD,38.00 kgf/cm^2,65 C,"3/4""",,,
"3/4""CBD 6153-B13A",,,,B13A,L,,22-0620A,CBD,38,-45/65,3/4,27.4,9.2,
"4""C4 7015-B13A",,,,B13A,L,,22-0700B,C4,32.7,70,4,26.3,43,
"4""C4 7505-B13A",,,,B13A,L,,"750C,0700B",C4,28.6,65,4,16.7,40,
"1""C4 7065-B13A",,,,B13A,L,,22-0700B,C4,32.7,70,1,26.3,43,
"3/4""DF 6014-A13Q",,,,A13Q,,,22-0900A,DF,3.50 kgf/cm^2,120 C,"3/4""",,,
"3/4""DF 7024-A13Q",,,,A13Q,V,,22-0900A,DF,3.5,-45,3/4,0.5,43,
"1""V 9401-A13A",,,,A13A,,,22-0900A,V,,,"1""",,,
"3/4""MN 27043-A12X",,,,A12X,,,22-2800,MN,12.00 kgf/cm^2,65 C,"3/4""",,,
"3/4""MN 27044-A12X",,,,A12X,,,22-0900A/280,MN,12.00 kgf/cm^2,65 C,"3/4""",,,
"18""WF 9003-A14A",,,,A14A,V,,22-0900A,WF,3.5,90,18,0.5,30,
"3/4""WF 3052-A14A",,,,A14A,,,22-004B1,WF,,121 C,"3/4""",,,
"3/4""DF 5023-A13K",,,,A13K,V,,22-0900A,DF,3.5,-160,3/4,0.5,-36,
"3/4""DF 7025-A13Q",,,,A13Q,V,,22-0900A,DF,3.5,-45,3/4,0.5,43,
"3/4""WF 7061-A14A",,,,A14A,,,22-004B1,WF,3.50 kgf/cm^2,146 C,"3/4""",,,
"3/4""DF S614-A13Q",,,,A13Q,V,,22-0640B,DF,3.5,-45,3/4,0.5,47,
"3/4""DF 6506-A13Q",,,,A13Q,,,22-0900D,DF,3.50 kgf/cm^2,120 C,"3/4""",,,
"3/4""DF 6505-A13Q",,,,A13Q,,,22-0900D,DF,3.50 kgf/cm^2,120 C,"3/4""",,,
"1""CBD 6501-A11Q",,,,A11Q,,,22-0900D,CBD,3.50 kgf/cm^2,120 C,"1""",,,
"1""ME 19033-B13A",,,,B13A,,,22-1950,ME,45.60 kgf/cm^2,65 C,"1""",,,
"16""MS2 20060-B12T-H",,,,B12T,,,22-2000A1,MS2,16.00 kgf/cm^2,350 C,"16""",,,
"24""HS 3001-D11T-H",,,,D11T,,,22-2000A1,HS,46.20 kgf/cm^2,420 C,"24""",,,
"16""SV 20054A-A14T",,,,A14T,V,,22-2000A1,SV,3.5,302,16,ATM,282,
"3/4""D 20051-A12A",,,,A12A,,,22-2000A1,D,3.50 kgf/cm^2,120 C,"3/4""",,,
"8""LS1 2076-A14T-H",,,,A14T,,,22-2000A2,LS1,6.80 kgf/cm^2,300 C,"8""",,,
"12""LS1 20059-A14T-H",,,,A14T,,,22-2900C,LS1,6.80 kgf/cm^2,300 C,"12""",,,
"3""MS2 20002-B12T-H",,,,B12T,,,22-2000D,MS2,16.00 kgf/cm^2,245 C,"3""",,,
"2""MC2 20106-B12A-P",,,,B12A,,,22-2000B,MC2,16.00 kgf/cm^2,245 C,"2""",,,
"1-1/2""BFW 20061-B12A-H",,,,B12A,,,22-2000B,BFW,21.00 kgf/cm^2,180 C,"1-1/2""",,,
"2""LC1 2057-A12A-P",,,,A12A,,,22-2000B,LC1,6.80 kgf/cm^2,180 C,"2""",,,
"1-1/2""HC 20052-D11T-P",,,,D11T,,,22-2000B,HC,46.20 kgf/cm^2,420 C,"1-1/2""",,,
"14""V 3030-A13A",,,,A13A,,,22-0300C,V,3.50 kgf/cm^2,126 C,"14""",,,
"14""V 3030-A13A",,,,A13A,V,,22-0300C,V,3.5,126,14,ATM,97,
"2""WBD 3012-A13A",,,,A13A,L,,22-0300C,WBD,3.5,120,2,0.5,42,
"1""HL 3034-B24A",,,,B24A,L,,22-0300C,HL,44.8,127,1,40.5,97,
